negative	이거 정품 맞 겠 죠 ? 배송 도 재고 도 고객 센터 도 최악 입니다 사이트 200 번 정도 이용 했 지만 다신 구매 하 고 싶 지 않 네요 물건 상태 도 의구심 이 들 며 시간 을 되돌린다면 다른 곳 에서 살 겁니다 번창 하 세요 
negative	절 받 았 어요 
positive	배송 도 빠르 고 만족 합니다 
positive	촉촉 한 보습 우리 아가 피부 에 바르 니 흡수 짱 촉촉 한 느낌 짱 크림 이 라서 사용 하 기 도 좋 고 조금 만 사용 해도 효과 가 짱 인 듯 
negative	싸 게 빨리 좋 게 샀 어요 . 배송 도 빨라서 마음 에 드 네요 . 행복 한 하루 보내 세요 
negative	뽁 뽁 이 없이 보내 주 셔서 입구 가 다 부러졌 지만 입 구만 다시 받 았 습니다 . 
positive	맞춤 제작 이 라 시간 이 좀 걸렸 지만 제품 은 만족 합니다 . 
positive	만드 는 중요 계속 쓰 던 거 라 
positive	원래 사용 하 던 기저귀 가 있 었 는데 좀 비싼 것 같 아서 페넬로페 가 싸 게 팔 고 좋 다는 얘기 도 들 어서 사 봤 는데 괜찮 은 것 같 아요 ^^ 낮 기저귀 사용 하 려고 했 는데 도톰 하 고 흡수력 이 좋 아서 밤 기저 기귀 로 사용 하 고 있 어요 ㅎ 
positive	괜찮 음 . ㅋ 
negative	~~~~~~~ 
positive	항상 재 구매 합니다 . 
positive	젤 인기 있 는 색상 이 라 한 번 사 봤 어요 유통 기한 이 짧 지만 빨 강색 예뻐요 
negative	양발 이 너무 후줄근 힘 이 . 없 어요 재 구매 는 . 안 하 는 걸루 
negative	심 긴 심 었 는데 상태 가 너무 인 좋 네요 . 말라 비틀어지 고 
positive	스톤 너무 이 뿌 네여 봤 을 때 도 이 뿌 지만 햇빛 받 아서 반짝거리 는 게 맘 에 쏙 들 어요 ^^ 
positive	겉 박스 포장 도 안 전하 게 쿠션 빵빵 하 게 ㅎㅎ 간단 한 선물 도 있 고 . .. 손 글씨 오랜만 에 받 아 보내 요 기분 이 좋 습니다 . 
positive	친구 추천 으로 한 번 써 봤 는데 ㅋㅋ 정말 좋 아요 
negative	쿨 이 라고 하 는데 시원 함 을 모르 겠 습니다 일반 옷 과 같 습니다 
negative	아이 신발 여름 에 신기 려고 주문 했 습니다 . 색상 은 진한 하늘색 이 라 괜찮 습니다 . 그런데 두 켤레 주문 했 는데 하나 는 그나마 괜찮 은데 이건 구깃구깃 해서 신발 이 왔 습니다 . 겉 에 는 포장 에 눌려서 그렇 다고 하 지만 아이 가 신 다가 불편 하 다고 해서 보 니 신발 밑창 앞부분 이 다 구부러져서 구겨져서 왔 네요 펴 서 다시 신 으니 괜찮 긴 하 지만 새 신발 이 이렇 데 오 나 싶 네요 
negative	상판 에 2 cm 정도 깨져 있 어요 ~ 반품 귀찮 아서 기냥 씁니다 
positive	고품질 4 ( mm ) 이사 박스 . 그냥 무난 합니다 . 좀 약해 보이 긴 하 는데 , 써 봐야 알 겠 죠 . 물품 정리 해 놓 기 에 도 좋 아 보임 . 
negative	정전 기포 는 만족도 가 높 은데 , 물걸레 포 는 그만 못 합니다 잘 안 닦이 는 듯 요 . .. 
positive	배송 빠르 고 포장 도 뽁뽁 이 로 안 전하 게 받 았 어요 발열 소음 도 별로 없이 잘 사용 중 입니다 
negative	실망 실망 대 실망 . . 이틀 만 에 1 m 남짓 한 책상 에서 한 번 떨어졌 다가 와작 부서졌 네요 . . 
negative	너무 별루 네 여 y 라인 부각 이 넘 심하 고 안 에 고무줄 들 어잇 음 허리 ㅋㅋㅋ 황당 . . 만 오 천 원 이 라 걍입게여 
negative	뭔가 모양 이 안 나와요 불편 함 
positive	사은품 도 많이 주 고 할인 을 많이 해서 저렴 하 게 구매 했 어요 유통 기간 도 20 년 11 월 말 까지 입 니다 
positive	저렴 하 게 구매 했 어요 잘 받 았 습니다 
negative	우선 배송 은 빠르 게 왔 네요 일요일 오후 에 주문 했 는데 화요일 오후 에 왔으니 배송 은 맘 에 들 게 왔 습니다 다섯 개 를 주문 하 면 하나 를 더 준다고 해서 하나 더 얻 어 보 자 하 는 마음 으로 다섯 벌 을 주문 했으나 온 서비스 옷 은 수 유복 이 아니 네요 수유 하 는 사람 이 라 수 유복 을 주문 하 는 건데 수 유복 이 아닌 옷 이 서비스 로 온건 센스 가 부족 한 듯 하 네요 필요 없 는 옷 얻 으려고 괜히 하나 더 주문 해서 이 만 원 버렸 네요 옷 의 재질 은 아주 얇 은 안 에 받쳐입 을 만 한 두께 입니다 외출용 으로 생각 했으나 너무 가벼워서 지금 은 입 기 어렵 겠 네요 디자인 은 나와 있 는 모양 이 긴 하나 모델 들 같 은 옷 모양 이 나오 진 않 아요 모델 은 뒷 쪽 을 잡 고 입 은 옷 들 이 많 은 듯 하 구요 구매 해서 입 어 보 니 싸 이 즈 가 프리 여서 그런지 예쁜 핏 은 나오 지 않 아요 옷 에서 약품 냄 세 가 좀 나 서 바로 세탁 했 구요 옷 은 몇 번 빨 면 늘어나 는 재질 의 옷 도 있 네요 보통 하나 당 이 만 원 정도 인데 싼 건지 는 모르 겠 네요 ~ 
positive	깔끔 해요 ! ! ㅎㅎ 
positive	사이트 를 항상 자주 이용 하 는 고객 입니다 . 다른 사이트 와 비교 해봐도 월등히 할인 율 이 좋 고 쿠폰 종류 도 좋 아 자주 애용 하 고 있 습니다 . 이 상품 도 사이트 쿠폰 및 중복 할 인 ( VVIP 되 면 주 는 5000 원 할인 쿠폰 등등 ) 을 이용 하 여 오프라인 매장 보다 몇 만 원 이상 싸 게 샀 습니다 . 오프라인 에서 물건 을 보 고 사이트 와 가격 을 비교 해서 사 는데 항상 사이트 가 훨씬 저렴 하 더라고요 . 물건 을 보 고 인터넷 에서 주문 하 니 실패 할 일 이 없 습니다 . . 이 상품 도 그렇 게 해서 산거 입니다 . 질 은 물론 가격 까지 만족 이 에요 . 감사 합니다 사이트 를 항상 자주 이용 하 는 고객 입니다 . 다른 사이트 와 비교 해봐도 월등히 할인 율 이 좋 고 쿠폰 종류 도 좋 아 자주 애용 하 고 있 습니다 . 이 상품 도 사이트 쿠폰 및 중복 할 인 ( VVIP 되 면 주 는 5000 원 할인 쿠폰 등등 ) 을 이용 하 여 오프라인 매장 보다 몇 만 원 이상 싸 게 샀 습니다 . 오프라인 에서 물건 을 보 고 사이트 와 가격 을 비교 해서 사 는데 항상 사이트 가 훨씬 저렴 하 더라고요 . 물건 을 보 고 인터넷 에서 주문 하 니 실패 할 일 이 없 습니다 . . 이 상품 도 그렇 게 해서 산거 입니다 . 질 은 물론 가격 까지 만족 이 에요 . 감사 합니다 
negative	여기 천연 라텍스 가 아니 라 합성 라텍스 입니다 냄새 안 빠져요 저 도 구매자 인데 사기 당한 기분 이 네요 천연 라텍스 일 경우 구매 후 어느 정도 지나 면 냄새 가 빠진다는 데 이건 아닌 거 같 내요 빨 아도 냄새 안 없 어 진 답니다 . 구매 하 실 분 참고 하 세요 
positive	감사 해요 많이 파 세요 오 
negative	느 므 조아 요 편해요 
negative	작동 도 안 되 는 벨트 임 쓰레기 임 
positive	애 들 이 쓰 기에 나름 괜찮 은 것 같 아요 . 
negative	????? 
negative	빅 사이즈 샀 는데 작 아요 
positive	정말 좋 네 욧 ㅋㅋㅋ ㅋㅋ 완전 이쁜 거 같 아요 신발 이 ㅋㅋㅋ ㅋㅋ 여기 추천 합니다 ! !! 
negative	아무리 여름 이 라고 는 하지만 너무 한 상태 네요 설명서 에 냉동실 에 넣 었 다 먹 으라고 하 셨 는데 이 정도 상태 는 좀 곤란 하 지 않 나요 ? 
negative	괜히 샀 어요 . 아이스 팩 두 개 있 었 지만 ㅜ냉동고기가 ? ? 물 흥건 하 게 다 녹 아서 왔 어요 ㅜ 
positive	역시 가그린 이 젤 좋 아요 
negative	우드 깨져서 옴 설선 물 인데 이걸 어 케 줌 ? 
positive	잘 안 벗겨져서 사이즈 업 했 더니 적당 해요 
negative	가격 은 보통 이 고 바느질 및 마감 허술 바느질 빗나가 구멍 발생 
positive	감사 합니다 굿 이 빈다 . 
negative	벽걸이 는 불 가능 해서 아쉽 네요 . 책상 에 세우 두 는 건 깔끔 하 고 좋 아요 
negative	다른 제품 사용 했 다가 강화 유리 가 혼자 서 깨지 고 그래서 이름 있 고 상 품평 좋 은 고질라 로 구매 했 습니다 . 아직 사용 전이 라 상품 후기 는 나중 에 
positive	배송 진짜 바르 네요 ㄳㄳ 
negative	짧 고 암튼 안 좋 음 
positive	ㄱ ㅊㄱㅊㄱㅊ 
positive	싸 게 쿠폰 이용 해서 더 싸 게 샀 어요 역시 좋 네요 싸 게 쿠폰 이용 해서 더 싸 게 샀 어요 역시 좋 네요 싸 게 쿠폰 이용 해서 더 싸 게 샀 어요 역시 좋 네요 싸 게 쿠폰 이용 해서 더 싸 게 샀 어요 역시 좋 네요 싸 게 쿠폰 이용 해서 더 싸 게 샀 어요 역시 좋 네요 싸 게 쿠폰 이용 해서 더 싸 게 샀 어요 역시 좋 네요 
positive	low price , cool , lucky to meet this item . happy to buy . 
positive	편하 고 좋 아 여 ~~~ 
positive	손등 에 그렸 을 때 는 하루 종일 여러 번 손 을 ? ? 어도 지워 지 지 않 았 지만 실제 눈 에 는 번짐 이 없 는 건 아니 던데요 ㅡ 물론 다른 제품 보다 는 아주 양호 했 습니다 . 근데 아이라인 에 붉 게 부 은 흔적 이 생기 는 건 아이라인 탓 일까요 리무 버 탓 일까요 
negative	생각 보다 만족도 가 많이 떨어져요 
positive	신랑 이 크 기 도 좋 고 색깔 도 좋 다고 하 네요 ~ 
negative	우 삼 겹 이랑 육전 용 만 주문 해 먹 어 보 다가 후기 가 좋 아 등갈비 랑 대패 삼 겹 도 같이 주문 했 는데 . .. 이런 거 살 다 살 다 첨 받 아 봐요 . .. 요즘 금 겹 살 도 아닌데 . . 완전 저렴 한 금액 도 아니 고 마트 세일 할 때 비슷 한 데 그래도 코로나 때문 에 외출 안 하 고 집 에서 주문 해 먹 으려고 샀 건만 소주 를 잔뜩 넣 고 마늘 을 넣 어도 돼지 누린내 가 . ... 진짜 완전 육식 파라 . . 왠만 하 면 수입 이건 안 가리 는데 . .. 이건 진짜 너무 하 네요 ㅡ . . ㅡ 어제 는 대패 삼 겹 구워 먹 고 후회 하 고 오늘 은 등갈비 . .... 우 삼 겹 은 진짜 괜찮 긴 한데 ㅡㅡ . 돼지 는 영 아니 네요 ㅜㅠ 
positive	상품 도 저렴 하 게 사 서 좋 고 , 배송 도 빨라서 모두 모두 맘 에 듭니다 ~ 
positive	싸 고 다양 하 게 잘 산 것 같 아요 . 주문 다음 날 바로 배송 되 었 고요 . 잘 먹 을게요 . 
positive	그 닥 
negative	샴푸 가 다 새 서 왔 어요 . 오늘 부터 여행 이 라 씻 어 쓰 려고 이번 엔 그냥 쓰 지만 너무 짜증 나 네요 
positive	빠른 배송 이랑 디자인 굿 ~~ 
negative	목 사이즈 가 너무 커요 별로 에 요 
positive	ㅂ ㅐ송빠르고 싸 게 샀어요 
positive	입 오버 를 알 기 전 과 알 고 난 후 삶 의 질 이 달라졌 어요 화이트 는 엉덩이 쪽 을 완전히 감싸 주 지 않 아서 혹시나 자 다가 새 면 어떡 하 냐 걱정 을 했 는데 전혀 ~ 오히려 생리 양 이 많 은 날 에 입 고 자 면 정말 편합니다 다음 에 는 좋 은 느낌 입 오버 로 구매 해봐야 겠 어요 
negative	내 구성 이 너무 약 하나 네 산진 한 달 쯤 쓰 니까 뭐 해 지 고 자석 붙 은 부분 제대로 붙 지 도 않 고 이건 뭐 괜히 산 거 같 네요 
negative	비추 정말 약하 네요 앞전 에 쓴 픽스 울트라 가 조금 비싸 도 훨씬 튼튼 하 고 기스 도 덜 나 네요 비추 합니다 
positive	좋 아요 ~~ 편하 게 입 기 좋 아용 
negative	너무 물렁물렁 거려서 먹이 기 힘들 어요 
